Reason,updated_reason,Slizovskiy_reason
workup stones,Uncategorized,Urinary Issues
workup stones,Uncategorized,Urinary Issues
workup stones,Uncategorized,Urinary Issues
workup stones,Uncategorized,Urinary Issues
workup stones,Uncategorized,Urinary Issues
workup stones,Uncategorized,Urinary Issues
workup stones,Uncategorized,Urinary Issues
workup stones,Uncategorized,Urinary Issues
Eval - hx of cystotomy 1 month ago,Uncategorized,Urinary Issues
Eval - hx of cystotomy 1 month ago,Uncategorized,Urinary Issues
Eval - hx of cystotomy 1 month ago,Uncategorized,Urinary Issues
Eval - hx of cystotomy 1 month ago,Uncategorized,Urinary Issues
Eval - hx of cystotomy 1 month ago,Uncategorized,Urinary Issues
anal sac removal,Uncategorized,
anal sac removal,Uncategorized,
anal sac removal,Uncategorized,
sneezing blood,Uncategorized,
sneezing blood,Uncategorized,
consult only- susptec kidney disease,Uncategorized,Urinary Issues
consult only- susptec kidney disease,Uncategorized,Urinary Issues
Diabetic symptoms   *ICU 1/29*,Uncategorized,
Diabetic symptoms   *ICU 1/29*,Uncategorized,
HBC   *ICU 1/20*,Uncategorized,Wound Care
HBC   *ICU 1/20*,Uncategorized,Wound Care
HBC   *ICU 1/20*,Uncategorized,Wound Care
thoracic exploratory- poss implants,Uncategorized,
thoracic exploratory- poss implants,Uncategorized,
thoracic exploratory- poss implants,Uncategorized,
"EMG - dehydrated, won't eat",Uncategorized,
"EMG - dehydrated, won't eat",Uncategorized,
paw caught in trap,Uncategorized,Musculoskeletal Issues
paw caught in trap,Uncategorized,Musculoskeletal Issues
attacked by coyote *icu 1/21*,Uncategorized,Wound Care
attacked by coyote *icu 1/21*,Uncategorized,Wound Care
attacked by coyote *icu 1/21*,Uncategorized,Wound Care
cystotomy for uroliths *Discharge ICU 1/23*,Uncategorized,Urinary Issues
cystotomy for uroliths *Discharge ICU 1/23*,Uncategorized,Urinary Issues
cystotomy for uroliths *Discharge ICU 1/23*,Uncategorized,Urinary Issues
kidney or ureteral stones possible swl   ***ICU 1/22/14***,Uncategorized,Urinary Issues
kidney or ureteral stones possible swl   ***ICU 1/22/14***,Uncategorized,Urinary Issues
kidney or ureteral stones possible swl   ***ICU 1/22/14***,Uncategorized,Urinary Issues
kidney or ureteral stones possible swl   ***ICU 1/22/14***,Uncategorized,Urinary Issues
kidney or ureteral stones possible swl   ***ICU 1/22/14***,Uncategorized,Urinary Issues
prostatic enlargement,Uncategorized,Urinary Issues
prostatic enlargement,Uncategorized,Urinary Issues
ectopic ureter work up,Uncategorized,Urinary Issues
ectopic ureter work up,Uncategorized,Urinary Issues
sx- ureteral stones- sub q ureteral bypass  **ICU 1/30**,Uncategorized,Urinary Issues
sx- ureteral stones- sub q ureteral bypass  **ICU 1/30**,Uncategorized,Urinary Issues
sx- ureteral stones- sub q ureteral bypass  **ICU 1/30**,Uncategorized,Urinary Issues
labwork,Uncategorized,
labwork,Uncategorized,
Hasn't urinated in about 18 hours but attempts to *ICU 1/30*,Uncategorized,Urinary Issues
Hasn't urinated in about 18 hours but attempts to *ICU 1/30*,Uncategorized,Urinary Issues
Hasn't urinated in about 18 hours but attempts to *ICU 1/30*,Uncategorized,Urinary Issues
Hasn't urinated in about 18 hours but attempts to *ICU 1/30*,Uncategorized,Urinary Issues
Hasn't urinated in about 18 hours but attempts to *ICU 1/30*,Uncategorized,Urinary Issues
Hasn't urinated in about 18 hours but attempts to *ICU 1/30*,Uncategorized,Urinary Issues
Hasn't urinated in about 18 hours but attempts to *ICU 1/30*,Uncategorized,Urinary Issues
Ate carpet  *ICU 1/29*,Uncategorized,Gastrointestinal and Abdominal Issues
Ate carpet  *ICU 1/29*,Uncategorized,Gastrointestinal and Abdominal Issues
Ate carpet  *ICU 1/29*,Uncategorized,Gastrointestinal and Abdominal Issues
salmonella,Uncategorized,
salmonella,Uncategorized,
weak,Uncategorized,Behavioral Issues
weak,Uncategorized,Behavioral Issues
weak,Uncategorized,Behavioral Issues
weak,Uncategorized,Behavioral Issues
weak,Uncategorized,Behavioral Issues
d.o. for cataract sx  *ICU 1/30*,Uncategorized,HEENT
d.o. for cataract sx  *ICU 1/30*,Uncategorized,HEENT
Breathing issues,Uncategorized,Respiratory Issues
Breathing issues,Uncategorized,Respiratory Issues
"sx - apical cystotomy
***ICU 2/3/14***",Uncategorized,Urinary Issues
"sx - apical cystotomy
***ICU 2/3/14***",Uncategorized,Urinary Issues
swollen area on cheek,Uncategorized,HEENT
lab,Uncategorized,
lab,Uncategorized,
blood work,Uncategorized,
UI- chronic cystitis,Uncategorized,Urinary Issues
UI- chronic cystitis,Uncategorized,Urinary Issues
UI- chronic cystitis,Uncategorized,Urinary Issues
Urinating blood,Uncategorized,Urinary Issues
Renal failure,Uncategorized,Urinary Issues
Renal failure,Uncategorized,Urinary Issues
U.C. & ultrasound- blocked cat,Uncategorized,Urinary Issues
draining tract side of face,Uncategorized,Infectious Diseases
"vaccines, urinating on floor",Uncategorized,Urinary Issues
heating pad burn,Uncategorized,
heating pad burn,Uncategorized,
heating pad burn,Uncategorized,
"salmonella, ADDL",Uncategorized,
"salmonella, ADDL",Uncategorized,
"salmonella, ADDL",Uncategorized,
"salmonella, ADDL",Uncategorized,
"salmonella, ADDL",Uncategorized,
"salmonella, ADDL",Uncategorized,
"salmonella, ADDL",Uncategorized,
"salmonella, ADDL",Uncategorized,
MRI,Uncategorized,
MRI,Uncategorized,
MRI,Uncategorized,
"missed appt weds unresponsive tonight, swollen face, temperature   ***ICU 2/7/14***",Uncategorized,
"missed appt weds unresponsive tonight, swollen face, temperature   ***ICU 2/7/14***",Uncategorized,
DOA,Uncategorized,
BGC,Uncategorized,
BGC,Uncategorized,
bleeding from vulva  Tech-Jeri,Uncategorized,Reproductive Issues
bleeding from vulva  Tech-Jeri,Uncategorized,Reproductive Issues
consult- possible THR,Uncategorized,Musculoskeletal Issues
consult- possible THR,Uncategorized,Musculoskeletal Issues
Walk in EMG - leg/elbow  is swollen,Uncategorized,Musculoskeletal Issues
Walk in EMG - leg/elbow  is swollen,Uncategorized,Musculoskeletal Issues
"cataract sx
***ICU 2/13***",Uncategorized,HEENT
"cataract sx
***ICU 2/13***",Uncategorized,HEENT
"Return visit for same erection problem
***ICU 2/12***",Uncategorized,Reproductive Issues
"Return visit for same erection problem
***ICU 2/12***",Uncategorized,Reproductive Issues
"Return visit for same erection problem
***ICU 2/12***",Uncategorized,Reproductive Issues
fetlock arthrodesis,Uncategorized,Orthopedic Issues
fetlock arthrodesis,Uncategorized,Orthopedic Issues
fetlock arthrodesis,Uncategorized,Orthopedic Issues
work up- chronic renal failure,Uncategorized,Urinary Issues
work up- chronic renal failure,Uncategorized,Urinary Issues
respiratory distress,Uncategorized,Respiratory Issues
respiratory distress,Uncategorized,Respiratory Issues
respiratory distress,Uncategorized,Respiratory Issues
respiratory distress,Uncategorized,Respiratory Issues
"parathyroid removal
***ICU 2/17***",Uncategorized,Endocrine Issues
eval- suspect Wobblers syndrome,Uncategorized,Neurologic Issues
eval- suspect Wobblers syndrome,Uncategorized,Neurologic Issues
"unable to urinate- stone in urethra **Referral**
***ICU 2/18***",Uncategorized,Urinary Issues
"unable to urinate- stone in urethra **Referral**
***ICU 2/18***",Uncategorized,Urinary Issues
"unable to urinate- stone in urethra **Referral**
***ICU 2/18***",Uncategorized,Urinary Issues
"unable to urinate- stone in urethra **Referral**
***ICU 2/18***",Uncategorized,Urinary Issues
"unable to urinate- stone in urethra **Referral**
***ICU 2/18***",Uncategorized,Urinary Issues
"unable to urinate- stone in urethra **Referral**
***ICU 2/18***",Uncategorized,Urinary Issues
"unable to urinate- stone in urethra **Referral**
***ICU 2/18***",Uncategorized,Urinary Issues
Dog fight   ***ICU 2/16***,Uncategorized,Wound Care
Dog fight   ***ICU 2/16***,Uncategorized,Wound Care
Dog fight   ***ICU 2/16***,Uncategorized,Wound Care
Dog fight   ***ICU 2/16***,Uncategorized,Wound Care
remove pin from ulna fx,Uncategorized,Orthopedic Issues
remove pin from ulna fx,Uncategorized,Orthopedic Issues
c-section,Uncategorized,Reproductive Issues
c-section,Uncategorized,Reproductive Issues
c-section,Uncategorized,Reproductive Issues
c-section,Uncategorized,Reproductive Issues
"eval- atsaxia and head tilt, hypertension",Uncategorized,Neurologic Issues
"eval- atsaxia and head tilt, hypertension",Uncategorized,Neurologic Issues
"eval- atsaxia and head tilt, hypertension",Uncategorized,Neurologic Issues
sinoscopy,Uncategorized,
sinoscopy,Uncategorized,
surgery- possible ovarian remnant,Uncategorized,Reproductive Issues
surgery- possible ovarian remnant,Uncategorized,Reproductive Issues
surgery- possible ovarian remnant,Uncategorized,Reproductive Issues
"Possible Diabetic, dehydrated **REFFERAL  **ICU 2*/22**",Uncategorized,
"Possible Diabetic, dehydrated **REFFERAL  **ICU 2*/22**",Uncategorized,
Blood glucose 650,Uncategorized,
Blood glucose 650,Uncategorized,
poss. uveitis,Uncategorized,HEENT
Salmonella cultures,Uncategorized,
Salmonella cultures,Uncategorized,
Salmonella cultures,Uncategorized,
Salmonella cultures,Uncategorized,
Salmonella cultures,Uncategorized,
"possible GI obstruction
***2/24 ICU***",Uncategorized,Gastrointestinal and Abdominal Issues
"possible GI obstruction
***2/24 ICU***",Uncategorized,Gastrointestinal and Abdominal Issues
"possible GI obstruction
***2/24 ICU***",Uncategorized,Gastrointestinal and Abdominal Issues
Possible Phenylbutazone toxicity,Uncategorized,
Possible Phenylbutazone toxicity,Uncategorized,
recently diagnosed diabetic,Uncategorized,
recently diagnosed diabetic,Uncategorized,
"spot on lip, UA",Uncategorized,
"spot on lip, UA",Uncategorized,
"spot on lip, UA",Uncategorized,
"drinking a lot, won't eat
***ICU 2/26/14***",Uncategorized,
"drinking a lot, won't eat
***ICU 2/26/14***",Uncategorized,
"aspirates, ab imaging and work up Tech: Linz",Uncategorized,Respiratory Issues
"aspirates, ab imaging and work up Tech: Linz",Uncategorized,Respiratory Issues
"hypertropic osteopathy
***3/4/14  ICU***",Uncategorized,Musculoskeletal Issues
"hypertropic osteopathy
***3/4/14  ICU***",Uncategorized,Musculoskeletal Issues
"hypertropic osteopathy
***3/4/14  ICU***",Uncategorized,Musculoskeletal Issues
"BGC, endoscopy",Uncategorized,
"BGC, endoscopy",Uncategorized,
"work up losing weight, jaundice",Uncategorized,Gastrointestinal and Abdominal Issues
"work up losing weight, jaundice",Uncategorized,Gastrointestinal and Abdominal Issues
work up- neoplasia or autoimmune  **ICU 3/4**,Uncategorized,Oncology
work up- neoplasia or autoimmune  **ICU 3/4**,Uncategorized,Oncology
work up- neoplasia or autoimmune  **ICU 3/4**,Uncategorized,Oncology
work up- neoplasia or autoimmune  **ICU 3/4**,Uncategorized,Oncology
work up- neoplasia or autoimmune  **ICU 3/4**,Uncategorized,Oncology
work up- neoplasia or autoimmune  **ICU 3/4**,Uncategorized,Oncology
work up- neoplasia or autoimmune  **ICU 3/4**,Uncategorized,Oncology
work up- neoplasia or autoimmune  **ICU 3/4**,Uncategorized,Oncology
work up- neoplasia or autoimmune  **ICU 3/4**,Uncategorized,Oncology
work up- neoplasia or autoimmune  **ICU 3/4**,Uncategorized,Oncology
work up- neoplasia or autoimmune  **ICU 3/4**,Uncategorized,Oncology
blood work,Uncategorized,Hematologic Issues
limping- right leg,Uncategorized,Musculoskeletal Issues
limping- right leg,Uncategorized,Musculoskeletal Issues
limping- right leg,Uncategorized,Musculoskeletal Issues
blood in stool,Uncategorized,Gastrointestinal and Abdominal Issues
blood in stool,Uncategorized,Gastrointestinal and Abdominal Issues
"enlarged penis
Tech:  Linz",Uncategorized,Reproductive Issues
"enlarged penis
Tech:  Linz",Uncategorized,Reproductive Issues
"enlarged penis
Tech:  Linz",Uncategorized,Reproductive Issues
EMG: difficuly breathing- may have nodules in lungs,Uncategorized,Respiratory Issues
EMG: difficuly breathing- may have nodules in lungs,Uncategorized,Respiratory Issues
EMG: difficuly breathing- may have nodules in lungs,Uncategorized,Respiratory Issues
EMG: difficuly breathing- may have nodules in lungs,Uncategorized,Respiratory Issues
EMG: difficuly breathing- may have nodules in lungs,Uncategorized,Respiratory Issues
EMG: difficuly breathing- may have nodules in lungs,Uncategorized,Respiratory Issues
EMG: difficuly breathing- may have nodules in lungs,Uncategorized,Respiratory Issues
EMG: difficuly breathing- may have nodules in lungs,Uncategorized,Respiratory Issues
EMG: difficuly breathing- may have nodules in lungs,Uncategorized,Respiratory Issues
EMG: difficuly breathing- may have nodules in lungs,Uncategorized,Respiratory Issues
EMG: difficuly breathing- may have nodules in lungs,Uncategorized,Respiratory Issues
BGC and UA,Uncategorized,
BGC and UA,Uncategorized,
excessive scratching,Uncategorized,Behavioral Issues
MRI,Uncategorized,
MRI,Uncategorized,
MRI,Uncategorized,
"vomited, hesitant to eat",Uncategorized,Gastrointestinal and Abdominal Issues
"vomited, hesitant to eat",Uncategorized,Gastrointestinal and Abdominal Issues
Obstruction in right ureter  **REFERRAL   *ICU 3/9*,Uncategorized,Urinary Issues
Obstruction in right ureter  **REFERRAL   *ICU 3/9*,Uncategorized,Urinary Issues
Obstruction in right ureter  **REFERRAL   *ICU 3/9*,Uncategorized,Urinary Issues
Obstruction in right ureter  **REFERRAL   *ICU 3/9*,Uncategorized,Urinary Issues
Monitor over night in ICU,Uncategorized,
has not urinated all day,Uncategorized,Urinary Issues
has not urinated all day,Uncategorized,Urinary Issues
EMERG-acute renal failure,Uncategorized,Urinary Issues
EMERG-acute renal failure,Uncategorized,Urinary Issues
EMG: Eval-urethral stones,Uncategorized,Urinary Issues
EMG: Eval-urethral stones,Uncategorized,Urinary Issues
EMG: Eval-urethral stones,Uncategorized,Urinary Issues
culture,Uncategorized,
respiratory issues *ICU 3/12*,Uncategorized,Respiratory Issues
respiratory issues *ICU 3/12*,Uncategorized,Respiratory Issues
work up respiratory issues breathing between 90-120,Uncategorized,Respiratory Issues
salivary mucocele (cervocal),Uncategorized,HEENT
salivary mucocele (cervocal),Uncategorized,HEENT
dx-suspect squamous cell  *ICU 3/14*,Uncategorized,Oncology
dx-suspect squamous cell  *ICU 3/14*,Uncategorized,Oncology
BGC,Uncategorized,
BGC,Uncategorized,
removal of gall stone in bile duct,Uncategorized,Gastrointestinal and Abdominal Issues
removal of gall stone in bile duct,Uncategorized,Gastrointestinal and Abdominal Issues
removal of gall stone in bile duct,Uncategorized,Gastrointestinal and Abdominal Issues
boarding (going home 3/23 or 3/24),Uncategorized,
laceration,Uncategorized,Wound Care
laceration,Uncategorized,Wound Care
laceration,Uncategorized,Wound Care
laceration,Uncategorized,Wound Care
Snotty nose x 3 months,Uncategorized,Respiratory Issues
Snotty nose x 3 months,Uncategorized,Respiratory Issues
Snotty nose x 3 months,Uncategorized,Respiratory Issues
eval-bilateral ear canal ablation *icu 3/24*,Uncategorized,HEENT
eval-bilateral ear canal ablation *icu 3/24*,Uncategorized,HEENT
eval-bilateral ear canal ablation *icu 3/24*,Uncategorized,HEENT
eval-bilateral ear canal ablation *icu 3/24*,Uncategorized,HEENT
eval-bilateral ear canal ablation *icu 3/24*,Uncategorized,HEENT
cannot urinate Tech: Linz *ICU 3/26*,Uncategorized,Urinary Issues
cannot urinate Tech: Linz *ICU 3/26*,Uncategorized,Urinary Issues
Having trouble peeing and urinating blood after spay,Uncategorized,Post-surgical Care
Having trouble peeing and urinating blood after spay,Uncategorized,Post-surgical Care
Having trouble peeing and urinating blood after spay,Uncategorized,Post-surgical Care
Having trouble peeing and urinating blood after spay,Uncategorized,Post-surgical Care
Having trouble peeing and urinating blood after spay,Uncategorized,Post-surgical Care
Having trouble peeing and urinating blood after spay,Uncategorized,Post-surgical Care
EMG gash on leg,Uncategorized,Wound Care
EMG gash on leg,Uncategorized,Wound Care
EMG gash on leg,Uncategorized,Wound Care
"possible kidney failure, possible bowel obstruction or preferation *3/25 icu*",Uncategorized,Urinary Issues
"possible kidney failure, possible bowel obstruction or preferation *3/25 icu*",Uncategorized,Urinary Issues
"possible kidney failure, possible bowel obstruction or preferation *3/25 icu*",Uncategorized,Urinary Issues
"possible kidney failure, possible bowel obstruction or preferation *3/25 icu*",Uncategorized,Urinary Issues
"possible kidney failure, possible bowel obstruction or preferation *3/25 icu*",Uncategorized,Urinary Issues
persistent pyuris,Uncategorized,Infectious Diseases
persistent pyuris,Uncategorized,Infectious Diseases
persistent pyuris,Uncategorized,Infectious Diseases
persistent pyuris,Uncategorized,Infectious Diseases
persistent pyuris,Uncategorized,Infectious Diseases
persistent pyuris,Uncategorized,Infectious Diseases
salmonella environmental to ADDL,Uncategorized,
salmonella environmental to ADDL,Uncategorized,
salmonella environmental to ADDL,Uncategorized,
